house,bravery_score,wisdom_score,ambition_score,loyalty_score,leadership,impulsiveness,justice_oriented,risk_taking,bravery_loyalty_ratio,wisdom_ambition_ratio,leadership_potential,moral_flexibility,calculated_thinking,courage_type,gryffindor_composite,hufflepuff_composite,ravenclaw_composite,slytherin_composite
Hufflepuff,7,8,5,8,7,5,8,4,0.8641975308641976,1.5686274509803924,6.333333333333333,2,6.5,2.8,6.8999999999999995,6.95,6.825,5.5
Gryffindor,7,7,6,6,8,6,8,10,1.1475409836065575,1.1475409836065575,7.0,2,5.5,7.0,7.6,5.8,6.625,5.9
Ravenclaw,3,9,8,7,4,3,5,4,0.4225352112676057,1.1111111111111112,5.0,5,8.0,1.2,4.7,5.500000000000001,7.55,6.6
Ravenclaw,4,9,9,6,4,2,7,5,0.6557377049180328,0.989010989010989,5.666666666666667,3,8.5,2.0,5.45,5.550000000000001,7.875,6.550000000000001
Ravenclaw,5,10,6,7,4,2,5,5,0.7042253521126761,1.639344262295082,5.0,5,9.0,2.5,5.5,6.050000000000001,7.75,6.1
Ravenclaw,6,8,6,6,4,4,7,7,0.9836065573770493,1.3114754098360657,5.333333333333333,3,7.0,4.2,6.45,5.85,6.55,5.299999999999999
Slytherin,5,7,10,5,8,7,4,9,0.9803921568627452,0.6930693069306931,7.666666666666667,6,5.0,4.5,5.55,3.45,7.299999999999999,8.100000000000001
Hufflepuff,5,8,3,10,5,7,8,5,0.49504950495049505,2.5806451612903225,4.333333333333333,2,5.5,2.5,7.0,7.8500000000000005,5.775,4.3
Slytherin,6,9,8,6,10,4,9,8,0.9836065573770493,1.1111111111111112,8.0,1,7.5,4.8,7.15,5.950000000000001,8.625,7.3
Gryffindor,7,4,9,8,8,7,8,10,0.8641975308641976,0.43956043956043955,8.0,2,3.5,7.0,8.1,5.8500000000000005,5.675000000000001,6.3500000000000005
Ravenclaw,4,10,6,7,4,5,5,4,0.5633802816901409,1.639344262295082,4.666666666666667,5,7.5,1.6,5.0,5.6000000000000005,7.375,6.1
Hufflepuff,7,6,4,9,7,5,6,5,0.7692307692307693,1.4634146341463417,6.0,4,5.5,3.5,6.85,7.05,5.675,5.1499999999999995
Ravenclaw,3,8,7,7,6,4,8,4,0.4225352112676057,1.1267605633802817,5.333333333333333,2,7.0,1.2,5.45,6.300000000000001,7.15,5.95
Hufflepuff,5,8,4,9,3,2,6,4,0.5494505494505495,1.9512195121951221,4.0,4,8.0,2.0,6.05,7.5,6.199999999999999,4.55
Gryffindor,10,6,6,6,8,8,8,8,1.639344262295082,0.9836065573770493,8.0,2,4.0,8.0,8.1,5.5,5.9,5.7
Ravenclaw,6,8,7,6,6,4,8,4,0.9836065573770493,1.1267605633802817,6.333333333333333,2,7.0,2.4,6.1,5.9,7.15,5.95
Ravenclaw,7,10,8,7,5,3,7,5,0.9859154929577465,1.234567901234568,6.666666666666667,3,8.5,3.5,6.6,6.000000000000001,8.225,6.65
Gryffindor,8,7,5,8,10,9,8,9,0.9876543209876544,1.3725490196078431,7.666666666666667,2,4.0,7.2,8.200000000000001,6.3500000000000005,6.449999999999999,6.050000000000001
Hufflepuff,4,8,2,8,5,5,8,4,0.4938271604938272,3.8095238095238093,3.6666666666666665,2,6.5,1.6,6.0,7.550000000000001,5.825,3.9499999999999997
Slytherin,7,7,9,4,9,3,5,7,1.707317073170732,0.7692307692307693,8.333333333333334,5,7.0,4.9,5.75,4.1000000000000005,7.799999999999999,7.800000000000001
Gryffindor,7,7,6,6,8,9,10,10,1.1475409836065575,1.1475409836065575,7.0,0,4.0,7.0,8.1,5.8500000000000005,6.25,5.5
Hufflepuff,4,6,3,9,4,4,7,5,0.43956043956043955,1.9354838709677418,3.6666666666666665,3,6.0,2.0,6.2,7.65,4.999999999999999,3.85
Slytherin,7,8,10,6,9,3,5,8,1.1475409836065575,0.7920792079207921,8.666666666666666,5,7.5,5.6,6.449999999999999,4.7,8.475,8.35
Slytherin,5,9,9,5,7,5,7,8,0.9803921568627452,0.989010989010989,7.0,3,7.0,4.0,6.1,4.7,8.1,7.300000000000001
Gryffindor,10,5,6,8,9,10,9,7,1.234567901234568,0.819672131147541,8.333333333333334,1,2.5,7.0,8.65,6.25,5.375,5.55
Gryffindor,8,5,6,6,9,10,10,8,1.3114754098360657,0.819672131147541,7.666666666666667,0,2.5,6.4,8.0,5.7,5.375,5.35
Ravenclaw,6,8,7,6,6,3,7,7,0.9836065573770493,1.1267605633802817,6.333333333333333,3,7.5,4.2,6.45,5.8,7.275,6.15
Ravenclaw,5,9,8,5,4,5,6,4,0.9803921568627452,1.1111111111111112,5.666666666666667,4,7.0,2.0,5.05,4.65,7.3,6.3999999999999995
Slytherin,5,8,8,6,8,5,6,6,0.819672131147541,0.9876543209876544,7.0,4,6.5,3.0,5.7,5.050000000000001,7.625,7.2
Hufflepuff,5,5,3,9,7,3,7,4,0.5494505494505495,1.6129032258064515,5.0,3,6.0,2.0,6.3,7.8,5.25,4.4
Gryffindor,10,8,5,10,6,7,8,7,0.9900990099009901,1.5686274509803924,7.0,2,5.5,7.0,8.9,7.45,6.375,5.25
Hufflepuff,4,5,4,9,5,4,7,4,0.43956043956043955,1.2195121951219514,4.333333333333333,3,5.5,1.6,6.0,7.449999999999999,4.925,4.25
Hufflepuff,5,5,5,8,5,5,7,6,0.617283950617284,0.9803921568627452,5.0,3,5.0,3.0,6.45,6.7,5.0,4.6
Slytherin,5,6,8,6,8,3,3,5,0.819672131147541,0.7407407407407408,7.0,7,6.5,2.5,4.75,4.6000000000000005,6.924999999999999,7.4
Hufflepuff,6,8,4,9,4,5,7,5,0.6593406593406593,1.9512195121951221,4.666666666666667,3,6.5,3.0,6.8,7.3,6.0249999999999995,4.6
Slytherin,5,8,8,7,9,4,7,5,0.7042253521126761,0.9876543209876544,7.333333333333333,3,7.0,2.5,6.0,5.850000000000001,7.95,7.25
Ravenclaw,5,10,9,8,4,4,5,7,0.617283950617284,1.098901098901099,6.0,5,8.0,3.5,6.15,5.550000000000001,8.1,7.15
Gryffindor,9,5,9,9,6,7,10,10,0.989010989010989,0.5494505494505495,8.0,0,4.0,9.0,9.45,6.75,5.75,5.65
Slytherin,8,8,10,7,9,3,7,5,1.1267605633802817,0.7920792079207921,9.0,3,7.5,4.0,6.9,5.6000000000000005,8.475,7.949999999999999
Gryffindor,9,5,5,8,7,6,5,7,1.1111111111111112,0.9803921568627452,7.0,5,4.5,6.3,7.35,6.05,5.275,5.5
Hufflepuff,7,5,3,8,7,4,9,4,0.8641975308641976,1.6129032258064515,5.666666666666667,1,5.5,2.8,7.1499999999999995,7.75,5.125,4.0
Hufflepuff,4,7,3,10,4,2,9,6,0.39603960396039606,2.258064516129032,3.6666666666666665,1,7.5,2.4,7.15,8.85,5.724999999999999,3.6500000000000004
Gryffindor,9,5,8,8,10,10,9,9,1.1111111111111112,0.617283950617284,9.0,1,2.5,8.1,8.75,5.8500000000000005,5.975,6.5
Slytherin,5,6,8,5,7,5,3,7,0.9803921568627452,0.7407407407407408,6.666666666666667,7,5.5,3.5,4.9,3.9,6.475,7.15
Gryffindor,10,6,9,6,10,6,10,8,1.639344262295082,0.6593406593406593,9.666666666666666,0,5.0,8.0,8.6,5.7,7.1499999999999995,6.8500000000000005
Slytherin,8,6,9,4,10,5,5,7,1.9512195121951221,0.6593406593406593,9.0,5,5.5,5.6,6.050000000000001,3.8000000000000003,7.2749999999999995,7.8500000000000005
Hufflepuff,4,5,4,10,4,5,8,3,0.39603960396039606,1.2195121951219514,4.0,2,5.0,1.2,6.300000000000001,7.95,4.6,3.8
Slytherin,7,7,8,5,8,5,9,7,1.3725490196078431,0.8641975308641976,7.666666666666667,1,6.0,4.9,7.0,5.4,7.15,6.4
Hufflepuff,4,6,6,9,5,4,6,4,0.43956043956043955,0.9836065573770493,5.0,4,6.0,1.6,5.75,6.799999999999999,5.8,5.35
Slytherin,7,7,9,6,8,5,2,7,1.1475409836065575,0.7692307692307693,8.0,8,6.0,4.9,5.5,3.8500000000000005,7.35,8.15
Gryffindor,7,6,8,10,10,9,9,7,0.6930693069306931,0.7407407407407408,8.333333333333334,1,3.5,4.9,8.25,6.800000000000001,6.574999999999999,6.7
Hufflepuff,6,8,4,10,5,4,8,6,0.594059405940594,1.9512195121951221,5.0,2,7.0,3.6,7.5,8.1,6.35,4.65
Gryffindor,7,7,9,7,6,6,6,7,0.9859154929577465,0.7692307692307693,7.333333333333333,4,5.5,4.9,6.75,5.1000000000000005,6.825,6.8500000000000005
Ravenclaw,7,9,9,6,5,4,7,5,1.1475409836065575,0.989010989010989,7.0,3,7.5,3.5,6.35,5.25,7.825,6.800000000000001
Ravenclaw,4,9,8,7,8,2,6,7,0.5633802816901409,1.1111111111111112,6.666666666666667,4,8.5,2.8,5.8500000000000005,5.900000000000001,8.475,7.3999999999999995
Slytherin,8,8,10,6,8,6,7,6,1.3114754098360657,0.7920792079207921,8.666666666666666,3,6.0,4.8,6.8500000000000005,4.75,7.9,7.699999999999999
Hufflepuff,4,5,4,8,6,2,9,6,0.4938271604938272,1.2195121951219514,4.666666666666667,1,6.5,2.4,6.65,7.8500000000000005,5.375,4.1
Slytherin,8,8,8,5,8,3,8,5,1.5686274509803924,0.9876543209876544,8.0,2,7.5,4.0,6.65,5.45,7.875,6.800000000000001
Slytherin,5,7,8,6,7,4,4,8,0.819672131147541,0.8641975308641976,6.666666666666667,6,6.5,4.0,5.6,4.7,7.074999999999999,7.15
Gryffindor,7,8,5,9,7,6,8,9,0.7692307692307693,1.5686274509803924,6.333333333333333,2,6.0,6.3,8.15,7.199999999999999,6.7,5.5
Gryffindor,7,4,5,9,9,9,9,8,0.7692307692307693,0.7843137254901962,7.0,1,2.5,5.6,8.2,7.0,4.825,5.0
Hufflepuff,4,3,3,10,5,3,8,6,0.39603960396039606,0.9677419354838709,4.0,2,5.0,2.4,6.9,8.450000000000001,3.9,3.3
Slytherin,7,8,10,5,7,4,3,7,1.3725490196078431,0.7920792079207921,8.0,7,7.0,4.9,5.5,3.65,7.95,8.25
Hufflepuff,7,8,5,8,7,4,6,4,0.8641975308641976,1.5686274509803924,6.333333333333333,4,7.0,2.8,6.3999999999999995,6.6,6.95,5.8999999999999995
Hufflepuff,5,7,4,8,4,2,6,3,0.617283950617284,1.707317073170732,4.333333333333333,4,7.5,1.5,5.6,7.1000000000000005,5.924999999999999,4.6
Hufflepuff,6,8,4,8,7,3,8,5,0.7407407407407408,1.9512195121951221,5.666666666666667,2,7.5,3.0,6.8,7.45,6.875,5.15
Gryffindor,7,4,7,9,7,6,7,9,0.7692307692307693,0.5633802816901409,7.0,3,4.0,6.3,7.8999999999999995,6.549999999999999,5.2,5.6
Slytherin,6,8,9,5,8,2,5,8,1.1764705882352942,0.8791208791208791,7.666666666666667,5,8.0,4.8,5.9,4.65,8.2,7.75
Gryffindor,9,8,9,8,7,6,10,8,1.1111111111111112,0.8791208791208791,8.333333333333334,0,6.0,7.2,8.799999999999999,6.5,7.5,6.5
Hufflepuff,4,6,5,8,5,4,9,3,0.4938271604938272,1.1764705882352942,4.666666666666667,1,6.0,1.2,6.050000000000001,7.35,5.6,4.4
Hufflepuff,4,7,3,9,6,3,6,5,0.43956043956043955,2.258064516129032,4.333333333333333,4,7.0,2.0,5.95,7.55,5.999999999999999,4.75
Gryffindor,10,4,9,7,8,7,10,10,1.4084507042253522,0.43956043956043955,9.0,0,3.5,10.0,9.25,5.950000000000001,5.675000000000001,5.95
Slytherin,7,5,10,4,10,4,4,6,1.707317073170732,0.49504950495049505,9.0,6,5.5,4.2,5.3,3.5,7.125,8.2
Slytherin,5,9,7,7,7,3,3,6,0.7042253521126761,1.267605633802817,6.333333333333333,7,8.0,3.0,5.2,5.2,7.950000000000001,7.3999999999999995
Slytherin,8,5,9,4,9,4,5,8,1.9512195121951221,0.5494505494505495,8.666666666666666,5,5.5,6.4,6.25,3.95,6.725,7.4
Hufflepuff,7,6,6,10,7,2,6,4,0.6930693069306931,0.9836065573770493,6.666666666666667,4,7.0,2.8,6.8999999999999995,7.5,6.45,5.85
Ravenclaw,5,8,8,7,4,3,7,4,0.7042253521126761,0.9876543209876544,5.666666666666667,3,7.5,2.0,5.8,6.000000000000001,7.075,6.0
Hufflepuff,4,4,4,10,5,3,9,5,0.39603960396039606,0.9756097560975611,4.333333333333333,1,5.5,2.0,6.95,8.5,4.575,3.6500000000000004
Ravenclaw,7,10,4,6,4,4,7,6,1.1475409836065575,2.439024390243903,5.0,3,8.0,4.2,6.55,6.25,7.1,5.0
Slytherin,6,5,10,4,8,5,6,8,1.4634146341463417,0.49504950495049505,8.0,4,5.0,4.8,5.9,3.85,6.6,7.3
Slytherin,6,7,8,4,10,6,4,8,1.4634146341463417,0.8641975308641976,8.0,6,5.5,4.8,5.4,3.6,7.425,7.9
Gryffindor,8,5,5,7,6,9,9,8,1.1267605633802817,0.9803921568627452,6.333333333333333,1,3.0,6.4,8.0,6.200000000000001,4.7,4.45
Ravenclaw,6,8,8,8,6,3,7,5,0.7407407407407408,0.9876543209876544,6.666666666666667,3,7.5,3.0,6.55,6.4,7.4750000000000005,6.5
Hufflepuff,4,6,5,10,6,5,8,4,0.39603960396039606,1.1764705882352942,5.0,2,5.5,1.6,6.5,7.75,5.675,4.8500000000000005
Slytherin,5,6,9,5,10,6,5,6,0.9803921568627452,0.6593406593406593,8.0,5,5.0,3.0,5.2,4.05,7.1499999999999995,7.8500000000000005
Hufflepuff,9,6,6,8,6,3,6,4,1.1111111111111112,0.9836065573770493,7.0,4,6.5,3.6,6.999999999999999,6.55,6.125,5.6
Hufflepuff,3,3,4,9,5,3,7,4,0.32967032967032966,0.7317073170731708,4.0,3,5.0,1.2,5.7,7.6,4.1,3.85
Hufflepuff,7,7,3,10,5,5,6,6,0.6930693069306931,2.258064516129032,5.0,4,6.0,4.2,7.3,7.65,5.55,4.5
Hufflepuff,6,5,4,8,6,4,5,5,0.7407407407407408,1.2195121951219514,5.333333333333333,5,5.5,3.0,6.05,6.550000000000001,5.125,4.9
Ravenclaw,6,9,7,6,8,5,7,6,0.9836065573770493,1.267605633802817,7.0,3,7.0,3.6,6.25,5.5,7.9,6.85
Hufflepuff,2,5,5,10,7,2,8,6,0.19801980198019803,0.9803921568627452,4.666666666666667,2,6.5,1.2,6.3,8.2,5.775,4.9
Hufflepuff,7,6,5,9,6,3,8,5,0.7692307692307693,1.1764705882352942,6.0,2,6.5,3.5,7.35,7.6499999999999995,5.925,4.8500000000000005
Gryffindor,9,4,8,9,9,6,9,9,0.989010989010989,0.4938271604938272,8.666666666666666,1,4.0,8.1,9.0,6.85,5.8,6.05
Ravenclaw,7,10,9,5,6,2,5,6,1.3725490196078431,1.098901098901099,7.333333333333333,5,9.0,4.2,5.8,4.65,8.75,7.65
Ravenclaw,5,8,7,6,5,2,7,7,0.819672131147541,1.1267605633802817,5.666666666666667,3,8.0,3.5,6.15,5.95,7.2,5.9
Gryffindor,7,4,10,7,9,9,9,10,0.9859154929577465,0.39603960396039606,8.666666666666666,1,2.5,7.0,8.1,5.200000000000001,5.825,6.75
Gryffindor,10,4,3,6,10,9,9,9,1.639344262295082,1.2903225806451613,7.666666666666667,1,2.5,9.0,8.55,6.200000000000001,4.625,4.55
Gryffindor,8,5,8,8,8,6,10,10,0.9876543209876544,0.617283950617284,8.0,0,4.5,8.0,8.9,6.7,6.074999999999999,5.8
Gryffindor,7,5,6,8,9,7,10,7,0.8641975308641976,0.819672131147541,7.333333333333333,0,4.0,4.9,8.0,6.95,5.75,5.35
Ravenclaw,3,9,8,8,7,2,6,7,0.3703703703703704,1.1111111111111112,6.0,4,8.5,2.1,5.800000000000001,6.300000000000001,8.275,7.1499999999999995
Slytherin,5,9,10,5,8,3,7,8,0.9803921568627452,0.8910891089108911,7.666666666666667,3,8.0,4.0,6.1,4.8,8.75,7.9
Ravenclaw,5,8,6,9,8,3,8,7,0.5494505494505495,1.3114754098360657,6.333333333333333,2,7.5,3.5,7.15,7.449999999999999,7.475,6.1
Slytherin,6,6,10,5,8,6,5,5,1.1764705882352942,0.594059405940594,8.0,5,5.0,3.0,5.3,3.85,6.949999999999999,7.7
Gryffindor,7,4,8,7,6,8,9,8,0.9859154929577465,0.4938271604938272,7.0,1,3.0,5.6,7.699999999999999,5.750000000000001,4.95,5.3
Ravenclaw,5,8,6,8,4,3,8,8,0.617283950617284,1.3114754098360657,5.0,2,7.5,4.0,7.1,7.05,6.675,5.1
Gryffindor,10,7,8,6,7,9,10,8,1.639344262295082,0.8641975308641976,8.333333333333334,0,4.0,8.0,8.6,5.450000000000001,6.45,5.95
Ravenclaw,6,8,7,5,4,1,5,5,1.1764705882352942,1.1267605633802817,5.666666666666667,5,8.5,3.0,5.3,5.2,7.125,6.05
Gryffindor,7,8,8,8,7,7,9,6,0.8641975308641976,0.9876543209876544,7.333333333333333,1,5.5,4.2,7.55,6.300000000000001,7.175000000000001,6.3500000000000005
Hufflepuff,3,6,4,10,4,3,8,6,0.297029702970297,1.4634146341463417,3.6666666666666665,2,6.5,1.8,6.6000000000000005,8.25,5.324999999999999,4.0
Ravenclaw,3,8,6,7,6,3,6,7,0.4225352112676057,1.3114754098360657,5.0,4,7.5,2.1,5.550000000000001,6.15,7.075,5.999999999999999
Slytherin,5,8,10,7,7,4,6,8,0.7042253521126761,0.7920792079207921,7.333333333333333,4,7.0,4.0,6.35,5.200000000000001,7.95,7.6499999999999995
Gryffindor,10,5,8,7,9,7,10,8,1.4084507042253522,0.617283950617284,9.0,0,4.0,8.0,8.85,6.150000000000001,6.1499999999999995,6.05
Hufflepuff,6,7,5,9,4,3,7,5,0.6593406593406593,1.3725490196078431,5.0,3,7.0,3.0,6.8,7.3999999999999995,5.999999999999999,4.75
Ravenclaw,5,10,6,8,5,3,8,5,0.617283950617284,1.639344262295082,5.333333333333333,2,8.5,2.5,6.5,7.05,7.825,5.75
Hufflepuff,5,7,5,8,3,1,8,4,0.617283950617284,1.3725490196078431,4.333333333333333,2,8.0,2.0,6.3,7.55,6.049999999999999,4.300000000000001
Slytherin,7,8,9,7,7,6,7,7,0.9859154929577465,0.8791208791208791,7.666666666666667,3,6.0,4.9,7.0,5.3500000000000005,7.5,7.1
Gryffindor,7,6,8,6,7,8,8,7,1.1475409836065575,0.7407407407407408,7.333333333333333,2,4.0,4.9,7.0,5.1000000000000005,6.1,6.15
Hufflepuff,7,7,3,10,7,5,6,5,0.6930693069306931,2.258064516129032,5.666666666666667,4,6.0,3.5,7.1,7.65,5.95,5.0
Ravenclaw,4,8,6,6,4,4,8,4,0.6557377049180328,1.3114754098360657,4.666666666666667,2,7.0,1.6,5.5,6.1,6.55,5.1
Slytherin,6,6,10,5,7,6,6,5,1.1764705882352942,0.594059405940594,7.666666666666667,4,5.0,3.0,5.55,4.1,6.75,7.25
Ravenclaw,6,9,9,8,5,2,7,7,0.7407407407407408,0.989010989010989,6.666666666666667,3,8.5,4.2,6.95,6.3500000000000005,8.075,6.800000000000001
Ravenclaw,3,9,6,8,7,3,7,7,0.3703703703703704,1.4754098360655739,5.333333333333333,3,8.0,2.1,6.050000000000001,6.8,7.750000000000001,6.25
Ravenclaw,6,9,8,6,6,2,6,5,0.9836065573770493,1.1111111111111112,6.666666666666667,4,8.5,3.0,5.8,5.500000000000001,8.075,6.8999999999999995
Hufflepuff,4,8,5,8,4,5,5,5,0.4938271604938272,1.5686274509803924,4.333333333333333,5,6.5,2.0,5.45,6.2,6.225,5.35
Gryffindor,7,6,6,10,9,9,8,9,0.6930693069306931,0.9836065573770493,7.333333333333333,2,3.5,6.3,8.4,6.95,5.975,5.95
Slytherin,6,9,9,5,8,5,7,5,1.1764705882352942,0.989010989010989,7.666666666666667,3,7.0,3.0,5.8,4.7,8.3,7.550000000000001
Gryffindor,8,8,5,6,9,6,7,8,1.3114754098360657,1.5686274509803924,7.333333333333333,3,6.0,6.4,7.25,5.75,7.1,6.199999999999999
Slytherin,8,8,8,7,8,5,3,7,1.1267605633802817,0.9876543209876544,8.0,7,6.5,5.6,6.300000000000001,4.7,7.625,7.800000000000001
Ravenclaw,3,8,10,6,6,2,5,6,0.49180327868852464,0.7920792079207921,6.333333333333333,5,8.0,1.8,4.85,4.8500000000000005,8.0,7.6
Ravenclaw,3,8,8,6,6,3,5,5,0.49180327868852464,0.9876543209876544,5.666666666666667,5,7.5,1.5,4.65,5.1000000000000005,7.4750000000000005,6.9
Slytherin,6,9,9,4,8,6,3,5,1.4634146341463417,0.989010989010989,7.666666666666667,7,6.5,3.0,4.55,3.1500000000000004,8.175,8.35
Gryffindor,7,7,7,9,4,6,10,8,0.7692307692307693,0.9859154929577465,6.0,0,5.5,5.6,8.45,7.299999999999999,6.0249999999999995,4.85
Hufflepuff,7,8,3,10,7,4,6,6,0.6930693069306931,2.5806451612903225,5.666666666666667,4,7.0,4.2,7.3,7.800000000000001,6.550000000000001,5.2
Slytherin,5,6,8,9,10,6,6,7,0.5494505494505495,0.7407407407407408,7.666666666666667,4,5.0,3.5,6.65,6.1,6.949999999999999,7.3
Gryffindor,9,7,7,6,9,7,6,8,1.4754098360655739,0.9859154929577465,8.333333333333334,4,5.0,7.2,7.299999999999999,4.95,6.8999999999999995,6.8999999999999995
Slytherin,5,8,10,7,8,3,4,7,0.7042253521126761,0.7920792079207921,7.666666666666667,6,7.5,3.5,5.65,4.8500000000000005,8.275,8.3
Ravenclaw,5,9,6,7,6,2,4,6,0.7042253521126761,1.4754098360655739,5.666666666666667,6,8.5,3.0,5.45,5.800000000000001,7.675000000000001,6.6
Gryffindor,9,7,6,9,10,7,10,9,0.989010989010989,1.1475409836065575,8.333333333333334,0,5.0,8.1,9.25,7.35,6.9,6.0
Slytherin,7,7,9,4,8,3,3,7,1.707317073170732,0.7692307692307693,8.0,7,7.0,4.9,5.25,3.6000000000000005,7.6,7.950000000000001
Gryffindor,9,6,6,8,9,7,10,9,1.1111111111111112,0.9836065573770493,8.0,0,4.5,8.1,9.0,6.95,6.225,5.55
Hufflepuff,8,6,3,9,4,6,8,6,0.8791208791208791,1.9354838709677418,5.0,2,5.0,4.8,7.8500000000000005,7.6,4.75,3.65
Slytherin,6,6,8,6,10,3,7,9,0.9836065573770493,0.7407407407407408,8.0,3,6.5,5.4,6.85,5.6000000000000005,7.324999999999999,7.1
Gryffindor,8,5,5,6,7,8,8,8,1.3114754098360657,0.9803921568627452,6.666666666666667,2,3.5,6.4,7.5,5.7,5.025,4.9
Slytherin,6,7,6,5,10,5,3,8,1.1764705882352942,1.1475409836065575,7.333333333333333,7,6.0,4.8,5.4,4.3,7.15,7.4
Ravenclaw,5,8,7,8,2,2,7,6,0.617283950617284,1.1267605633802817,4.666666666666667,3,8.0,3.0,6.45,6.750000000000001,6.6000000000000005,5.15
Hufflepuff,7,6,3,8,3,1,7,5,0.8641975308641976,1.9354838709677418,4.333333333333333,3,7.5,3.5,6.85,7.7,5.174999999999999,3.6
Gryffindor,8,5,5,6,6,6,10,7,1.3114754098360657,0.9803921568627452,6.333333333333333,0,4.5,5.6,7.800000000000001,6.5,5.075,4.25
Slytherin,5,6,8,6,7,7,6,6,0.819672131147541,0.7407407407407408,6.666666666666667,4,4.5,3.0,5.7,4.750000000000001,6.225,6.55
Ravenclaw,7,9,7,8,6,3,6,5,0.8641975308641976,1.267605633802817,6.666666666666667,4,8.0,3.5,6.6,6.3500000000000005,7.750000000000001,6.55
Ravenclaw,7,8,8,7,7,4,5,7,0.9859154929577465,0.9876543209876544,7.333333333333333,5,7.0,4.9,6.5,5.350000000000001,7.550000000000001,7.15
Slytherin,6,7,10,4,7,5,3,8,1.4634146341463417,0.6930693069306931,7.666666666666667,7,6.0,4.8,5.15,3.1,7.35,8.05
Gryffindor,8,8,7,9,10,6,7,7,0.8791208791208791,1.1267605633802817,8.333333333333334,3,6.0,5.6,7.800000000000001,6.549999999999999,7.7,7.149999999999999
Ravenclaw,3,10,9,6,5,3,7,7,0.49180327868852464,1.098901098901099,5.666666666666667,3,8.5,2.1,5.550000000000001,5.4,8.425,7.0
Hufflepuff,5,6,4,9,3,4,6,4,0.5494505494505495,1.4634146341463417,4.0,4,6.0,2.0,6.05,7.199999999999999,5.0,4.15
Ravenclaw,4,9,9,5,8,3,5,6,0.7843137254901962,0.989010989010989,7.0,5,8.0,2.4,4.9,4.5,8.55,7.95
Gryffindor,7,5,9,7,8,9,9,9,0.9859154929577465,0.5494505494505495,8.0,1,3.0,6.3,7.8999999999999995,5.400000000000001,5.9,6.3500000000000005
Slytherin,7,8,9,5,8,6,5,7,1.3725490196078431,0.8791208791208791,8.0,5,6.0,4.9,6.0,4.05,7.699999999999999,7.75
Hufflepuff,4,5,5,10,8,5,8,3,0.39603960396039606,0.9803921568627452,5.666666666666667,2,5.0,1.2,6.300000000000001,7.75,5.6,5.15
Slytherin,10,8,10,6,10,3,5,6,1.639344262295082,0.7920792079207921,10.0,5,7.5,6.0,6.95,4.7,8.675,8.6
Hufflepuff,6,6,4,10,6,5,6,6,0.594059405940594,1.4634146341463417,5.333333333333333,4,5.5,3.6,7.0,7.45,5.475,4.8999999999999995
Ravenclaw,5,8,8,8,6,6,8,5,0.617283950617284,0.9876543209876544,6.333333333333333,2,6.0,2.5,6.5,6.2,7.1000000000000005,6.300000000000001
Slytherin,7,7,7,5,7,3,6,6,1.3725490196078431,0.9859154929577465,7.0,4,7.0,4.2,6.05,5.1499999999999995,7.0,6.3999999999999995
Gryffindor,7,4,8,5,10,8,9,9,1.3725490196078431,0.4938271604938272,8.333333333333334,1,3.0,6.3,7.3999999999999995,4.95,5.75,6.3
Hufflepuff,7,5,5,8,4,5,9,4,0.8641975308641976,0.9803921568627452,5.333333333333333,1,5.0,2.8,7.1499999999999995,7.2,4.8,3.95
Gryffindor,10,4,8,9,10,7,9,9,1.098901098901099,0.4938271604938272,9.333333333333334,1,3.5,9.0,9.3,6.7,5.875,6.3
Slytherin,5,9,9,5,7,4,4,5,0.9803921568627452,0.989010989010989,7.0,6,7.5,2.5,4.75,4.1,8.225,7.9
Slytherin,4,6,8,5,10,4,3,5,0.7843137254901962,0.7407407407407408,7.333333333333333,7,6.0,2.0,4.2,4.05,7.199999999999999,7.9
Gryffindor,7,4,6,8,10,9,6,9,0.8641975308641976,0.6557377049180328,7.666666666666667,4,2.5,6.3,7.3999999999999995,5.65,5.225,6.199999999999999
Hufflepuff,6,8,6,10,4,2,7,6,0.594059405940594,1.3114754098360657,5.333333333333333,3,8.0,3.6,7.25,7.75,6.8,5.299999999999999
Slytherin,8,7,8,6,8,3,1,7,1.3114754098360657,0.8641975308641976,8.0,9,7.0,5.6,5.550000000000001,4.1000000000000005,7.399999999999999,8.0
Hufflepuff,9,6,3,10,7,2,7,6,0.8910891089108911,1.9354838709677418,6.333333333333333,3,7.0,5.4,8.149999999999999,8.35,5.85,4.6
Hufflepuff,4,7,5,10,5,5,6,4,0.39603960396039606,1.3725490196078431,4.666666666666667,4,6.0,1.6,6.0,7.25,5.949999999999999,5.2
Hufflepuff,4,5,3,9,3,2,9,5,0.43956043956043955,1.6129032258064515,3.3333333333333335,1,6.5,2.0,6.7,8.45,4.575,3.0
Slytherin,9,6,9,5,8,4,7,7,1.7647058823529413,0.6593406593406593,8.666666666666666,3,6.0,6.3,7.1,4.85,7.0,6.950000000000001
Slytherin,5,6,10,6,10,6,5,9,0.819672131147541,0.594059405940594,8.333333333333334,5,5.0,4.5,6.05,4.25,7.35,8.2
Slytherin,7,7,10,7,10,3,6,6,0.9859154929577465,0.6930693069306931,9.0,4,7.0,4.2,6.55,5.3500000000000005,8.2,8.200000000000001
Ravenclaw,7,8,9,7,4,5,5,6,0.9859154929577465,0.8791208791208791,6.666666666666667,5,6.5,4.2,6.3,5.000000000000001,7.0249999999999995,6.75
